"y" "x"
119.171780324052 19.4350046152249
102.065070394921 1.67515017092228
118.837750744595 17.4773984542117
99.7549234414655 6.58462728839368
104.644624500557 4.44551026448607
105.430236099283 8.03296436090022
101.167844731044 1.44997038412839
103.069373350649 0.049004671163857
102.72849921693 2.74187995586544
104.637585673556 3.83818127214909
106.820333497052 12.3219037521631
116.887961332301 16.9923500251025
105.022980083224 10.0549413543195
116.423402463847 14.7664524009451
115.505620048267 17.5289546092972
111.104698217384 15.7259042793885
120.134567404714 19.6720940386876
101.297531694601 1.81375729385763
106.883627161796 11.8799838609993
101.570736850654 0.921330144628882
101.183372615666 1.98747775983065
120.291006253458 19.0862012468278
104.623683893588 10.2778250072151
105.72231015959 8.24943139683455
120.060481058518 18.836535946466
101.487013019544 2.14813069906086
106.587394502552 11.2555112410337
99.7108523634469 2.47085271868855
103.273730893299 4.55788565333933
108.627257315273 8.45036780461669
106.340333240839 2.85158459562808
107.18345570673 9.57293157931417
99.5904372799013 1.03644124697894
103.348435484643 5.1028758706525
100.196305661282 2.85258232615888
106.623487609015 9.65769633185118
105.224350109444 9.7938519436866
109.402971462122 12.082745549269
105.295489249446 12.5071051903069
99.9913831074757 7.72068153135478
101.720785686306 5.65371643286198
100.519282499874 1.06551428791136
103.854344714348 2.49362157657743
113.727482808203 16.1548494920135
105.442922689773 10.6938296277076
118.759575777206 17.6835548272356
104.044423011396 9.4404979981482
103.022584742016 3.17880257032812
102.876744582598 0.0271486211568117
108.498645361478 12.8953334968537
101.370610599341 2.2095413506031
118.020553167314 16.9500540895388
100.924993696113 3.18728212732822
108.389749676865 11.5724792238325
110.461032317312 12.6291336724535
115.491428360656 17.3643523128703
117.82390586274 18.0479832505807
103.44349749461 5.90006739832461
109.871318104246 12.5690682325512
100.621779900676 2.5933973537758
104.523692663684 8.79151279572397
107.376796096099 9.03278610203415
100.244379838851 3.37586015928537
106.916064236793 11.883701486513
123.596272493981 19.3686219258234
117.463841355774 16.2639757106081
102.570523220896 1.15310767665505
108.341217555349 11.0609520040452
103.751981068083 6.90521113108844
108.447323022721 12.3126245010644
115.737937413082 16.6729763988405
99.2994310015098 3.50136154331267
110.838177871069 14.9789994535968
106.415188299806 9.41510713659227
112.957027626924 15.0279309973121
104.117228011955 7.94078490696847
105.463319415465 8.61895860638469
103.761741761346 5.43890355154872
114.229304635804 15.6990507524461
121.062957984341 19.3867425993085
103.593840551961 0.440529752522707
111.483851566112 13.0455326242372
103.573581056959 7.87967395037413
110.006324240988 13.6263046786189
120.945754439226 18.4486492630094
105.276106755211 9.55996858887374
119.717092293134 19.7818931983784
104.583436133923 8.37757190689445
101.347853937982 1.34272170253098
105.530318575736 9.74365850444883
99.7636471962055 2.80119940172881
110.185974336269 16.2954506929964
96.1670474226004 0.779805826023221
120.608899171625 19.192452696152
107.416861457635 13.3846191642806
101.035036339734 6.7086835578084
107.840021004656 12.6941799744964
118.329280005083 19.2070065857843
103.363420284143 6.86186432372779
110.340883557031 9.76168310735375
